Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
4293	Spectrogram 1	1	669944.55225	669947.55225	0	15000	Yellow-faced Grassquit	yefgra1	0.1017	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_080000.WAV	11.0
4294	Spectrogram 1	1	669993.55225	669996.55225	0	15000	Brown-backed Solitaire	brbsol1	0.1015	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_080600.WAV	0.0
4295	Spectrogram 1	1	671025.55225	671028.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1950	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	12.0
4296	Spectrogram 1	1	671026.55225	671029.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2712	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	13.0
4297	Spectrogram 1	1	671027.55225	671030.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1353	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	14.0
4298	Spectrogram 1	1	671035.55225	671038.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1108	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	22.0
4299	Spectrogram 1	1	671042.55225	671045.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.2293	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	29.0
4300	Spectrogram 1	1	671042.55225	671045.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2249	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	29.0
4301	Spectrogram 1	1	671045.55225	671048.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.3080	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	32.0
4302	Spectrogram 1	1	671046.55225	671049.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2793	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	33.0
4303	Spectrogram 1	1	671047.55225	671050.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.3465	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	34.0
4304	Spectrogram 1	1	671049.55225	671052.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.3108	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	36.0
4305	Spectrogram 1	1	671050.55225	671053.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.6563	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	37.0
4306	Spectrogram 1	1	671050.55225	671053.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1271	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	37.0
4307	Spectrogram 1	1	671051.55225	671054.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1394	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	38.0
4308	Spectrogram 1	1	671051.55225	671054.55225	0	15000	Orange-billed Nightingale-Thrush	obnthr1	0.1193	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	38.0
4309	Spectrogram 1	1	671053.55225	671056.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.3830	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	40.0
4310	Spectrogram 1	1	671054.55225	671057.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.7632	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	41.0
4311	Spectrogram 1	1	671055.55225	671058.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1595	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	42.0
4312	Spectrogram 1	1	671056.55225	671059.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2169	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	43.0
4313	Spectrogram 1	1	671057.55225	671060.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1861	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	44.0
4314	Spectrogram 1	1	671058.55225	671061.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2480	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	45.0
4315	Spectrogram 1	1	671059.55225	671062.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1187	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	46.0
4316	Spectrogram 1	1	671061.55225	671064.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.4090	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	48.0
4317	Spectrogram 1	1	671065.55225	671068.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2438	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	52.0
4318	Spectrogram 1	1	671068.55225	671071.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1799	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	55.0
4319	Spectrogram 1	1	671069.55225	671072.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.5834	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_094800.WAV	56.0
4320	Spectrogram 1	1	671089.55225	671092.55225	0	15000	Flame-colored Tanager	flctan	0.2122	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_095400.WAV	16.0
4321	Spectrogram 1	1	671093.55225	671096.55225	0	15000	Flame-colored Tanager	flctan	0.1916	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_095400.WAV	20.0
4322	Spectrogram 1	1	671094.55225	671097.55225	0	15000	Flame-colored Tanager	flctan	0.3294	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_095400.WAV	21.0
4323	Spectrogram 1	1	671098.55225	671101.55225	0	15000	Flame-colored Tanager	flctan	0.1042	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_095400.WAV	25.0
4324	Spectrogram 1	1	671124.55225	671127.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1091	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_095400.WAV	51.0
4325	Spectrogram 1	1	671126.55225	671129.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1202	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_095400.WAV	53.0
4326	Spectrogram 1	1	671130.55225	671133.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1392	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_095400.WAV	57.0
4327	Spectrogram 1	1	671453.55225	671456.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1006	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_103000.WAV	20.0
4328	Spectrogram 1	1	671461.55225	671464.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1773	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_103000.WAV	28.0
4329	Spectrogram 1	1	671477.55225	671480.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1756	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_103000.WAV	44.0
4330	Spectrogram 1	1	671484.55225	671487.55225	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.3129	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_103000.WAV	51.0
4331	Spectrogram 1	1	672026.55225	672029.55225	0	15000	Brown-backed Solitaire	brbsol1	0.1297	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_112400.WAV	53.0
4332	Spectrogram 1	1	672027.55225	672030.55225	0	15000	Brown-backed Solitaire	brbsol1	0.1046	D:\recs9_27_06_2025\T1\242A260463FB4DDA_20250621_112400.WAV	54.0
4333	Spectrogram 1	1	672732.55225	672735.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1607	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_130600.WAV	39.0
4334	Spectrogram 1	1	672744.55225	672747.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1119	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_130600.WAV	51.0
4335	Spectrogram 1	1	672746.55225	672749.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.4498	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_130600.WAV	53.0
4336	Spectrogram 1	1	672747.55225	672750.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.6995	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_130600.WAV	54.0
4337	Spectrogram 1	1	672748.55225	672751.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2650	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_130600.WAV	55.0
4338	Spectrogram 1	1	674023.55225	674026.55225	0	15000	Black-headed Saltator	blhsal1	0.1381	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_151800.WAV	10.0
4339	Spectrogram 1	1	674026.55225	674029.55225	0	15000	Black-headed Saltator	blhsal1	0.1163	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_151800.WAV	13.0
4340	Spectrogram 1	1	674027.55225	674030.55225	0	15000	Black-headed Saltator	blhsal1	0.1609	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_151800.WAV	14.0
4341	Spectrogram 1	1	674932.55225	674935.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1628	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_164800.WAV	19.0
4342	Spectrogram 1	1	674939.55225	674942.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1295	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_164800.WAV	26.0
4343	Spectrogram 1	1	675442.55225	675445.55225	0	15000	Golden-browed Warbler	gobwar1	0.1165	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_173600.WAV	49.0
4344	Spectrogram 1	1	675753.55225	675756.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1697	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	0.0
4345	Spectrogram 1	1	675754.55225	675757.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.4517	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	1.0
4346	Spectrogram 1	1	675755.55225	675758.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.5801	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	2.0
4347	Spectrogram 1	1	675756.55225	675759.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1353	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	3.0
4348	Spectrogram 1	1	675758.55225	675761.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1093	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	5.0
4349	Spectrogram 1	1	675760.55225	675763.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2905	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	7.0
4350	Spectrogram 1	1	675762.55225	675765.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.5811	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	9.0
4351	Spectrogram 1	1	675763.55225	675766.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.6344	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	10.0
4352	Spectrogram 1	1	675764.55225	675767.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2967	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	11.0
4353	Spectrogram 1	1	675770.55225	675773.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1358	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	17.0
4354	Spectrogram 1	1	675772.55225	675775.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1474	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	19.0
4355	Spectrogram 1	1	675773.55225	675776.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.3921	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	20.0
4356	Spectrogram 1	1	675774.55225	675777.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2662	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	21.0
4357	Spectrogram 1	1	675776.55225	675779.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1402	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	23.0
4358	Spectrogram 1	1	675777.55225	675780.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1637	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	24.0
4359	Spectrogram 1	1	675778.55225	675781.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1170	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	25.0
4360	Spectrogram 1	1	675788.55225	675791.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2749	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	35.0
4361	Spectrogram 1	1	675789.55225	675792.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2349	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	36.0
4362	Spectrogram 1	1	675790.55225	675793.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1208	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	37.0
4363	Spectrogram 1	1	675792.55225	675795.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1103	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	39.0
4364	Spectrogram 1	1	675793.55225	675796.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2695	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	40.0
4365	Spectrogram 1	1	675794.55225	675797.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1099	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250614_181200.WAV	41.0
4366	Spectrogram 1	1	677253.55225	677256.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2786	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	0.0
4367	Spectrogram 1	1	677255.55225	677258.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2961	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	2.0
4368	Spectrogram 1	1	677256.55225	677259.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1328	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	3.0
4369	Spectrogram 1	1	677262.55225	677265.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1817	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	9.0
4370	Spectrogram 1	1	677263.55225	677266.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1683	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	10.0
4371	Spectrogram 1	1	677264.55225	677267.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1422	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	11.0
4372	Spectrogram 1	1	677265.55225	677268.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1119	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	12.0
4373	Spectrogram 1	1	677275.55225	677278.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1356	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	22.0
4374	Spectrogram 1	1	677276.55225	677279.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1598	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	23.0
4375	Spectrogram 1	1	677278.55225	677281.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.3429	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	25.0
4376	Spectrogram 1	1	677279.55225	677282.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1145	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	26.0
4377	Spectrogram 1	1	677283.55225	677286.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2042	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	30.0
4378	Spectrogram 1	1	677284.55225	677287.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.5420	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	31.0
4379	Spectrogram 1	1	677285.55225	677288.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.4319	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	32.0
4380	Spectrogram 1	1	677286.55225	677289.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1497	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	33.0
4381	Spectrogram 1	1	677288.55225	677291.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1865	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	35.0
4382	Spectrogram 1	1	677291.55225	677294.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1320	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	38.0
4383	Spectrogram 1	1	677292.55225	677295.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1363	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	39.0
4384	Spectrogram 1	1	677294.55225	677297.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1683	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	41.0
4385	Spectrogram 1	1	677295.55225	677298.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2584	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	42.0
4386	Spectrogram 1	1	677297.55225	677300.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1732	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	44.0
4387	Spectrogram 1	1	677300.55225	677303.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.4791	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	47.0
4388	Spectrogram 1	1	677301.55225	677304.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.3799	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	48.0
4389	Spectrogram 1	1	677302.55225	677305.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2698	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	49.0
4390	Spectrogram 1	1	677306.55225	677309.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.4949	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	53.0
4391	Spectrogram 1	1	677307.55225	677310.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.3796	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	54.0
4392	Spectrogram 1	1	677308.55225	677311.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.4021	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	55.0
4393	Spectrogram 1	1	677309.55225	677312.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2398	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	56.0
4394	Spectrogram 1	1	677310.55225	677313.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1750	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054200.WAV	57.0
4395	Spectrogram 1	1	677313.55225	677316.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2103	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	0.0
4396	Spectrogram 1	1	677314.55225	677317.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1137	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	1.0
4397	Spectrogram 1	1	677322.55225	677325.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1581	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	9.0
4398	Spectrogram 1	1	677325.55225	677328.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1982	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	12.0
4399	Spectrogram 1	1	677326.55225	677329.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.3567	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	13.0
4400	Spectrogram 1	1	677327.55225	677330.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1454	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	14.0
4401	Spectrogram 1	1	677330.55225	677333.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1806	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	17.0
4402	Spectrogram 1	1	677333.55225	677336.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1245	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	20.0
4403	Spectrogram 1	1	677334.55225	677337.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1764	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	21.0
4404	Spectrogram 1	1	677336.55225	677339.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2214	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	23.0
4405	Spectrogram 1	1	677337.55225	677340.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1338	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	24.0
4406	Spectrogram 1	1	677338.55225	677341.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1229	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	25.0
4407	Spectrogram 1	1	677340.55225	677343.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.4840	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	27.0
4408	Spectrogram 1	1	677341.55225	677344.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1077	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	28.0
4409	Spectrogram 1	1	677347.55225	677350.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1098	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	34.0
4410	Spectrogram 1	1	677348.55225	677351.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1403	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	35.0
4411	Spectrogram 1	1	677351.55225	677354.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1035	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	38.0
4412	Spectrogram 1	1	677354.55225	677357.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1045	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	41.0
4413	Spectrogram 1	1	677357.55225	677360.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.4111	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	44.0
4414	Spectrogram 1	1	677359.55225	677362.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1965	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	46.0
4415	Spectrogram 1	1	677360.55225	677363.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.5048	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	47.0
4416	Spectrogram 1	1	677362.55225	677365.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.4059	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	49.0
4417	Spectrogram 1	1	677363.55225	677366.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2271	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	50.0
4418	Spectrogram 1	1	677364.55225	677367.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2306	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	51.0
4419	Spectrogram 1	1	677367.55225	677370.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1889	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	54.0
4420	Spectrogram 1	1	677368.55225	677371.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.4980	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_054800.WAV	55.0
4421	Spectrogram 1	1	677373.55225	677376.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1151	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_055400.WAV	0.0
4422	Spectrogram 1	1	677381.55225	677384.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1659	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_055400.WAV	8.0
4423	Spectrogram 1	1	677382.55225	677385.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2806	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_055400.WAV	9.0
4424	Spectrogram 1	1	677392.55225	677395.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2131	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_055400.WAV	19.0
4425	Spectrogram 1	1	677393.55225	677396.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1858	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_055400.WAV	20.0
4426	Spectrogram 1	1	677395.55225	677398.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.2799	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_055400.WAV	22.0
4427	Spectrogram 1	1	677396.55225	677399.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1727	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_055400.WAV	23.0
4428	Spectrogram 1	1	677397.55225	677400.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1737	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_055400.WAV	24.0
4429	Spectrogram 1	1	677398.55225	677401.55225	0	15000	Chestnut-capped Brushfinch	ccbfin	0.1247	D:\recs9_27_06_2025\T2\243B1F0663FBB7CE_20250615_055400.WAV	25.0
