Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
23256	Spectrogram 1	1	1070737.0	1070740.0	0	15000	Flame-colored Tanager	flctan	0.2521	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_064800.WAV	5.0
23257	Spectrogram 1	1	1070738.0	1070741.0	0	15000	Flame-colored Tanager	flctan	0.1875	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_064800.WAV	6.0
23258	Spectrogram 1	1	1070793.0	1070796.0	0	15000	Northern Emerald-Toucanet	noremt1	0.4106	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	1.0
23259	Spectrogram 1	1	1070796.0	1070799.0	0	15000	Northern Emerald-Toucanet	noremt1	0.1321	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	4.0
23260	Spectrogram 1	1	1070797.0	1070800.0	0	15000	Northern Emerald-Toucanet	noremt1	0.2668	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	5.0
23261	Spectrogram 1	1	1070801.0	1070804.0	0	15000	Northern Emerald-Toucanet	noremt1	0.6137	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	9.0
23262	Spectrogram 1	1	1070802.0	1070805.0	0	15000	Northern Emerald-Toucanet	noremt1	0.5527	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	10.0
23263	Spectrogram 1	1	1070803.0	1070806.0	0	15000	Northern Emerald-Toucanet	noremt1	0.7037	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	11.0
23264	Spectrogram 1	1	1070804.0	1070807.0	0	15000	Northern Emerald-Toucanet	noremt1	0.7711	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	12.0
23265	Spectrogram 1	1	1070805.0	1070808.0	0	15000	Northern Emerald-Toucanet	noremt1	0.4828	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	13.0
23266	Spectrogram 1	1	1070806.0	1070809.0	0	15000	Northern Emerald-Toucanet	noremt1	0.3998	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	14.0
23267	Spectrogram 1	1	1070807.0	1070810.0	0	15000	Northern Emerald-Toucanet	noremt1	0.4536	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	15.0
23268	Spectrogram 1	1	1070808.0	1070811.0	0	15000	Northern Emerald-Toucanet	noremt1	0.2468	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	16.0
23269	Spectrogram 1	1	1070809.0	1070812.0	0	15000	Northern Emerald-Toucanet	noremt1	0.2542	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	17.0
23270	Spectrogram 1	1	1070812.0	1070815.0	0	15000	Northern Emerald-Toucanet	noremt1	0.3705	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	20.0
23271	Spectrogram 1	1	1070813.0	1070816.0	0	15000	Northern Emerald-Toucanet	noremt1	0.3519	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	21.0
23272	Spectrogram 1	1	1070815.0	1070818.0	0	15000	Northern Emerald-Toucanet	noremt1	0.2802	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	23.0
23273	Spectrogram 1	1	1070817.0	1070820.0	0	15000	Northern Emerald-Toucanet	noremt1	0.5870	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	25.0
23274	Spectrogram 1	1	1070818.0	1070821.0	0	15000	Northern Emerald-Toucanet	noremt1	0.1150	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	26.0
23275	Spectrogram 1	1	1070821.0	1070824.0	0	15000	Northern Emerald-Toucanet	noremt1	0.4467	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	29.0
23276	Spectrogram 1	1	1070822.0	1070825.0	0	15000	Northern Emerald-Toucanet	noremt1	0.6012	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	30.0
23277	Spectrogram 1	1	1070824.0	1070827.0	0	15000	Northern Emerald-Toucanet	noremt1	0.2284	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	32.0
23278	Spectrogram 1	1	1070826.0	1070829.0	0	15000	Northern Emerald-Toucanet	noremt1	0.3818	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	34.0
23279	Spectrogram 1	1	1070827.0	1070830.0	0	15000	Northern Emerald-Toucanet	noremt1	0.3779	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	35.0
23280	Spectrogram 1	1	1070828.0	1070831.0	0	15000	Northern Emerald-Toucanet	noremt1	0.1270	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	36.0
23281	Spectrogram 1	1	1070839.0	1070842.0	0	15000	Northern Emerald-Toucanet	noremt1	0.3899	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	47.0
23282	Spectrogram 1	1	1070840.0	1070843.0	0	15000	Northern Emerald-Toucanet	noremt1	0.2687	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	48.0
23283	Spectrogram 1	1	1070847.0	1070850.0	0	15000	Northern Emerald-Toucanet	noremt1	0.1223	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_065400.WAV	55.0
23284	Spectrogram 1	1	1070852.0	1070855.0	0	15000	Northern Emerald-Toucanet	noremt1	0.3092	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	0.0
23285	Spectrogram 1	1	1070853.0	1070856.0	0	15000	Northern Emerald-Toucanet	noremt1	0.6432	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	1.0
23286	Spectrogram 1	1	1070854.0	1070857.0	0	15000	Northern Emerald-Toucanet	noremt1	0.4467	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	2.0
23287	Spectrogram 1	1	1070855.0	1070858.0	0	15000	Northern Emerald-Toucanet	noremt1	0.2697	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	3.0
23288	Spectrogram 1	1	1070858.0	1070861.0	0	15000	Northern Emerald-Toucanet	noremt1	0.5345	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	6.0
23289	Spectrogram 1	1	1070861.0	1070864.0	0	15000	Northern Emerald-Toucanet	noremt1	0.6032	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	9.0
23290	Spectrogram 1	1	1070862.0	1070865.0	0	15000	Northern Emerald-Toucanet	noremt1	0.8289	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	10.0
23291	Spectrogram 1	1	1070863.0	1070866.0	0	15000	Northern Emerald-Toucanet	noremt1	0.7583	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	11.0
23292	Spectrogram 1	1	1070864.0	1070867.0	0	15000	Northern Emerald-Toucanet	noremt1	0.5865	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	12.0
23293	Spectrogram 1	1	1070865.0	1070868.0	0	15000	Northern Emerald-Toucanet	noremt1	0.5420	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	13.0
23294	Spectrogram 1	1	1070866.0	1070869.0	0	15000	Northern Emerald-Toucanet	noremt1	0.4465	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	14.0
23295	Spectrogram 1	1	1070867.0	1070870.0	0	15000	Northern Emerald-Toucanet	noremt1	0.4986	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	15.0
23296	Spectrogram 1	1	1070868.0	1070871.0	0	15000	Northern Emerald-Toucanet	noremt1	0.6685	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	16.0
23297	Spectrogram 1	1	1070869.0	1070872.0	0	15000	Northern Emerald-Toucanet	noremt1	0.7367	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	17.0
23298	Spectrogram 1	1	1070870.0	1070873.0	0	15000	Northern Emerald-Toucanet	noremt1	0.7720	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	18.0
23299	Spectrogram 1	1	1070871.0	1070874.0	0	15000	Northern Emerald-Toucanet	noremt1	0.2157	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	19.0
23300	Spectrogram 1	1	1070872.0	1070875.0	0	15000	Northern Emerald-Toucanet	noremt1	0.1455	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	20.0
23301	Spectrogram 1	1	1070873.0	1070876.0	0	15000	Northern Emerald-Toucanet	noremt1	0.3903	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	21.0
23302	Spectrogram 1	1	1070874.0	1070877.0	0	15000	Northern Emerald-Toucanet	noremt1	0.3601	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	22.0
23303	Spectrogram 1	1	1070875.0	1070878.0	0	15000	Northern Emerald-Toucanet	noremt1	0.8263	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	23.0
23304	Spectrogram 1	1	1070876.0	1070879.0	0	15000	Northern Emerald-Toucanet	noremt1	0.6455	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	24.0
23305	Spectrogram 1	1	1070877.0	1070880.0	0	15000	Northern Emerald-Toucanet	noremt1	0.3044	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	25.0
23306	Spectrogram 1	1	1070879.0	1070882.0	0	15000	Northern Emerald-Toucanet	noremt1	0.1137	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	27.0
23307	Spectrogram 1	1	1070880.0	1070883.0	0	15000	Northern Emerald-Toucanet	noremt1	0.2515	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	28.0
23308	Spectrogram 1	1	1070881.0	1070884.0	0	15000	Northern Emerald-Toucanet	noremt1	0.5752	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	29.0
23309	Spectrogram 1	1	1070882.0	1070885.0	0	15000	Northern Emerald-Toucanet	noremt1	0.3127	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	30.0
23310	Spectrogram 1	1	1070883.0	1070886.0	0	15000	Northern Emerald-Toucanet	noremt1	0.5345	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	31.0
23311	Spectrogram 1	1	1070884.0	1070887.0	0	15000	Northern Emerald-Toucanet	noremt1	0.4285	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	32.0
23312	Spectrogram 1	1	1070885.0	1070888.0	0	15000	Northern Emerald-Toucanet	noremt1	0.5073	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	33.0
23313	Spectrogram 1	1	1070886.0	1070889.0	0	15000	Northern Emerald-Toucanet	noremt1	0.3304	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	34.0
23314	Spectrogram 1	1	1070887.0	1070890.0	0	15000	Northern Emerald-Toucanet	noremt1	0.7964	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	35.0
23315	Spectrogram 1	1	1070888.0	1070891.0	0	15000	Northern Emerald-Toucanet	noremt1	0.5416	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	36.0
23316	Spectrogram 1	1	1070889.0	1070892.0	0	15000	Northern Emerald-Toucanet	noremt1	0.3517	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	37.0
23317	Spectrogram 1	1	1070890.0	1070893.0	0	15000	Northern Emerald-Toucanet	noremt1	0.6540	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	38.0
23318	Spectrogram 1	1	1070891.0	1070894.0	0	15000	Northern Emerald-Toucanet	noremt1	0.4750	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	39.0
23319	Spectrogram 1	1	1070892.0	1070895.0	0	15000	Northern Emerald-Toucanet	noremt1	0.6131	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	40.0
23320	Spectrogram 1	1	1070893.0	1070896.0	0	15000	Northern Emerald-Toucanet	noremt1	0.6247	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	41.0
23321	Spectrogram 1	1	1070894.0	1070897.0	0	15000	Northern Emerald-Toucanet	noremt1	0.6832	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	42.0
23322	Spectrogram 1	1	1070895.0	1070898.0	0	15000	Northern Emerald-Toucanet	noremt1	0.8676	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	43.0
23323	Spectrogram 1	1	1070896.0	1070899.0	0	15000	Northern Emerald-Toucanet	noremt1	0.3114	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	44.0
23324	Spectrogram 1	1	1070897.0	1070900.0	0	15000	Northern Emerald-Toucanet	noremt1	0.5029	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	45.0
23325	Spectrogram 1	1	1070898.0	1070901.0	0	15000	Northern Emerald-Toucanet	noremt1	0.2117	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	46.0
23326	Spectrogram 1	1	1070899.0	1070902.0	0	15000	Northern Emerald-Toucanet	noremt1	0.3609	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	47.0
23327	Spectrogram 1	1	1070900.0	1070903.0	0	15000	Northern Emerald-Toucanet	noremt1	0.1209	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	48.0
23328	Spectrogram 1	1	1070901.0	1070904.0	0	15000	Northern Emerald-Toucanet	noremt1	0.2247	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	49.0
23329	Spectrogram 1	1	1070903.0	1070906.0	0	15000	Northern Emerald-Toucanet	noremt1	0.2952	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	51.0
23330	Spectrogram 1	1	1070904.0	1070907.0	0	15000	Northern Emerald-Toucanet	noremt1	0.4852	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	52.0
23331	Spectrogram 1	1	1070905.0	1070908.0	0	15000	Northern Emerald-Toucanet	noremt1	0.5387	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	53.0
23332	Spectrogram 1	1	1070906.0	1070909.0	0	15000	Northern Emerald-Toucanet	noremt1	0.4034	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	54.0
23333	Spectrogram 1	1	1070907.0	1070910.0	0	15000	Northern Emerald-Toucanet	noremt1	0.4832	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	55.0
23334	Spectrogram 1	1	1070908.0	1070911.0	0	15000	Northern Emerald-Toucanet	noremt1	0.5450	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	56.0
23335	Spectrogram 1	1	1070909.0	1070912.0	0	15000	Northern Emerald-Toucanet	noremt1	0.4812	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_070000.WAV	57.0
23336	Spectrogram 1	1	1071335.0	1071338.0	0	15000	Flame-colored Tanager	flctan	0.1712	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_074800.WAV	3.0
23337	Spectrogram 1	1	1071352.0	1071355.0	0	15000	Flame-colored Tanager	flctan	0.1133	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_074800.WAV	20.0
23338	Spectrogram 1	1	1071353.0	1071356.0	0	15000	Flame-colored Tanager	flctan	0.1638	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_074800.WAV	21.0
23339	Spectrogram 1	1	1071359.0	1071362.0	0	15000	Flame-colored Tanager	flctan	0.1441	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_074800.WAV	27.0
23340	Spectrogram 1	1	1071360.0	1071363.0	0	15000	Flame-colored Tanager	flctan	0.3877	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_074800.WAV	28.0
23341	Spectrogram 1	1	1071361.0	1071364.0	0	15000	Flame-colored Tanager	flctan	0.1999	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_074800.WAV	29.0
23342	Spectrogram 1	1	1071393.0	1071396.0	0	15000	White-throated Thrush	whtrob1	0.1026	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_075400.WAV	1.0
23343	Spectrogram 1	1	1071396.0	1071399.0	0	15000	White-throated Thrush	whtrob1	0.2618	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_075400.WAV	4.0
23344	Spectrogram 1	1	1071459.0	1071462.0	0	15000	White-throated Thrush	whtrob1	0.1316	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_080000.WAV	7.0
23345	Spectrogram 1	1	1071460.0	1071463.0	0	15000	White-throated Thrush	whtrob1	0.1790	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_080000.WAV	8.0
23346	Spectrogram 1	1	1071469.0	1071472.0	0	15000	White-throated Thrush	whtrob1	0.1012	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_080000.WAV	17.0
23347	Spectrogram 1	1	1071476.0	1071479.0	0	15000	White-throated Thrush	whtrob1	0.1576	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_080000.WAV	24.0
23348	Spectrogram 1	1	1071484.0	1071487.0	0	15000	White-throated Thrush	whtrob1	0.3635	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_080000.WAV	32.0
23349	Spectrogram 1	1	1071485.0	1071488.0	0	15000	White-throated Thrush	whtrob1	0.1615	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_080000.WAV	33.0
23350	Spectrogram 1	1	1071492.0	1071495.0	0	15000	White-throated Thrush	whtrob1	0.1165	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_080000.WAV	40.0
23351	Spectrogram 1	1	1071493.0	1071496.0	0	15000	White-throated Thrush	whtrob1	0.2514	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_080000.WAV	41.0
23352	Spectrogram 1	1	1071494.0	1071497.0	0	15000	White-throated Thrush	whtrob1	0.1544	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_080000.WAV	42.0
23353	Spectrogram 1	1	1071502.0	1071505.0	0	15000	White-throated Thrush	whtrob1	0.1184	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_080000.WAV	50.0
23354	Spectrogram 1	1	1071514.0	1071517.0	0	15000	White-throated Thrush	whtrob1	0.1674	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_080600.WAV	2.0
23355	Spectrogram 1	1	1071791.0	1071794.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1186	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_083000.WAV	39.0
23356	Spectrogram 1	1	1071815.0	1071818.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1377	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_083600.WAV	3.0
23357	Spectrogram 1	1	1071828.0	1071831.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1561	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_083600.WAV	16.0
23358	Spectrogram 1	1	1071829.0	1071832.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1629	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_083600.WAV	17.0
23359	Spectrogram 1	1	1071835.0	1071838.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1019	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_083600.WAV	23.0
23360	Spectrogram 1	1	1071851.0	1071854.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1275	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_083600.WAV	39.0
23361	Spectrogram 1	1	1071852.0	1071855.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1130	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_083600.WAV	40.0
23362	Spectrogram 1	1	1071853.0	1071856.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2188	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_083600.WAV	41.0
23363	Spectrogram 1	1	1071859.0	1071862.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1542	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_083600.WAV	47.0
23364	Spectrogram 1	1	1072052.0	1072055.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1974	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	0.0
23365	Spectrogram 1	1	1072053.0	1072056.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2659	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	1.0
23366	Spectrogram 1	1	1072054.0	1072057.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.3921	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	2.0
23367	Spectrogram 1	1	1072055.0	1072058.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1613	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	3.0
23368	Spectrogram 1	1	1072059.0	1072062.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2318	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	7.0
23369	Spectrogram 1	1	1072060.0	1072063.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2931	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	8.0
23370	Spectrogram 1	1	1072061.0	1072064.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.3140	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	9.0
23371	Spectrogram 1	1	1072066.0	1072069.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1074	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	14.0
23372	Spectrogram 1	1	1072067.0	1072070.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.6655	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	15.0
23373	Spectrogram 1	1	1072068.0	1072071.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.7522	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	16.0
23374	Spectrogram 1	1	1072076.0	1072079.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1024	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	24.0
23375	Spectrogram 1	1	1072077.0	1072080.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2596	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	25.0
23376	Spectrogram 1	1	1072078.0	1072081.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2577	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	26.0
23377	Spectrogram 1	1	1072083.0	1072086.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.3137	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	31.0
23378	Spectrogram 1	1	1072084.0	1072087.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.7298	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	32.0
23379	Spectrogram 1	1	1072090.0	1072093.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2551	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	38.0
23380	Spectrogram 1	1	1072091.0	1072094.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2612	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	39.0
23381	Spectrogram 1	1	1072092.0	1072095.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1106	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	40.0
23382	Spectrogram 1	1	1072098.0	1072101.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1392	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_090000.WAV	46.0
23383	Spectrogram 1	1	1072175.0	1072178.0	0	15000	Flame-colored Tanager	flctan	0.1250	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_091200.WAV	3.0
23384	Spectrogram 1	1	1072176.0	1072179.0	0	15000	Flame-colored Tanager	flctan	0.2062	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_091200.WAV	4.0
23385	Spectrogram 1	1	1072191.0	1072194.0	0	15000	Flame-colored Tanager	flctan	0.1183	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_091200.WAV	19.0
23386	Spectrogram 1	1	1072214.0	1072217.0	0	15000	Flame-colored Tanager	flctan	0.1079	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_091200.WAV	42.0
23387	Spectrogram 1	1	1072226.0	1072229.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1143	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_091200.WAV	54.0
23388	Spectrogram 1	1	1072227.0	1072230.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2064	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_091200.WAV	55.0
23389	Spectrogram 1	1	1072356.0	1072359.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.2183	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_093000.WAV	4.0
23390	Spectrogram 1	1	1072397.0	1072400.0	0	15000	Black-headed Nightingale-Thrush	bhnthr1	0.1845	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_093000.WAV	45.0
23391	Spectrogram 1	1	1072615.0	1072618.0	0	15000	Chestnut-capped Brushfinch	ccbfin	0.4373	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_095400.WAV	23.0
23392	Spectrogram 1	1	1072621.0	1072624.0	0	15000	Chestnut-capped Brushfinch	ccbfin	0.3422	D:\recs10_11_07_2025\TCASA\2453AC0263FB4E87_20250710_095400.WAV	29.0
